pdf_file,causal_sentence
/content/drive/MyDrive/Datasets/Third_dataset/de-waal-andrews-van-beest-2012-when-you-don-t-quite-get-what-you-want-psychological-and-interpersonal-consequences-of.pdf,"as we expect that people will expect to be thrown approximately an equal proportion of the balls, we think that when this does not happen they will experience this as a loss of inclusion more than a failure to gain inclusion."
/content/drive/MyDrive/Datasets/Third_dataset/de-waal-andrews-van-beest-2012-when-you-don-t-quite-get-what-you-want-psychological-and-interpersonal-consequences-of.pdf,"again extrapolating from the findings of molden and colleagues, this experience of exclusion should make them relatively more inclined to withdraw from the interaction, which might also lead them to behave relatively less prosocially."
/content/drive/MyDrive/Datasets/Third_dataset/de-waal-andrews-van-beest-2012-when-you-don-t-quite-get-what-you-want-psychological-and-interpersonal-consequences-of.pdf,"we investigated the mediating role of meta perceptions of warmth (i.e., feeling perceived as well intentioned, warm, good natured) because of its implications for theorizing that both frequent interactions and a relationship marked by affective concern are required to satisfy the need to belong (baumeister & leary, 1995)."
/content/drive/MyDrive/Datasets/Third_dataset/de-waal-andrews-van-beest-2012-when-you-don-t-quite-get-what-you-want-psychological-and-interpersonal-consequences-of.pdf,"however, this does not mean that other variables might not also mediate the effect of inclusion on need satisfaction and prosocial behavior."
/content/drive/MyDrive/Datasets/Third_dataset/de-waal-andrews-van-beest-2012-when-you-don-t-quite-get-what-you-want-psychological-and-interpersonal-consequences-of.pdf,"for example, participants in classic cyberball may infer that their interaction partners choose to include them because they ascribed positive qualities to them other than warmth (e.g., trustworthiness cooperative ness or competence) or might attribute equally favorable qualities to their interaction partners."
/content/drive/MyDrive/Datasets/Third_dataset/de-waal-andrews-van-beest-2012-when-you-don-t-quite-get-what-you-want-psychological-and-interpersonal-consequences-of.pdf,"such variables might also mediate the effects of inclusion on need satisfaction and prosocial behavior, particularly in situations in which such positive qualities are valued."
/content/drive/MyDrive/Datasets/Third_dataset/de-waal-andrews-van-beest-2012-when-you-don-t-quite-get-what-you-want-psychological-and-interpersonal-consequences-of.pdf,assessing whether and when such differences occur may be a fruitful path for future research.
/content/drive/MyDrive/Datasets/Third_dataset/de-waal-andrews-van-beest-2012-when-you-don-t-quite-get-what-you-want-psychological-and-interpersonal-consequences-of.pdf,"future studies might also assess the effects of over-inclusion, or appropriating a disproportionate number of ball throws."
/content/drive/MyDrive/Datasets/Third_dataset/de-waal-andrews-van-beest-2012-when-you-don-t-quite-get-what-you-want-psychological-and-interpersonal-consequences-of.pdf,this may result in more than a simple extrapolation of the current findings.
/content/drive/MyDrive/Datasets/Third_dataset/de-waal-andrews-van-beest-2012-when-you-don-t-quite-get-what-you-want-psychological-and-interpersonal-consequences-of.pdf,"it is likely that claiming over-inclusion will be associated with less warmth than receiving it and, as a result, negatively impact well-being."
/content/drive/MyDrive/Datasets/Third_dataset/de-waal-andrews-van-beest-2012-when-you-don-t-quite-get-what-you-want-psychological-and-interpersonal-consequences-of.pdf,"however, claiming over-inclusion might also have a positive effect on other important dimensions of social perception, like competence (fiske et al., 2006; wojciszke, 2005), which may increase well-being."
/content/drive/MyDrive/Datasets/Third_dataset/de-waal-andrews-van-beest-2012-when-you-don-t-quite-get-what-you-want-psychological-and-interpersonal-consequences-of.pdf,"after all, being highly successful at claiming inclusion may make people feel victorious."
/content/drive/MyDrive/Datasets/Third_dataset/de-waal-andrews-van-beest-2012-when-you-don-t-quite-get-what-you-want-psychological-and-interpersonal-consequences-of.pdf,whether such an effect of competence on well-being will overrule our finding that warmth is essential for well-being remains an empirical question.
/content/drive/MyDrive/Datasets/Third_dataset/de-waal-andrews-van-beest-2012-when-you-don-t-quite-get-what-you-want-psychological-and-interpersonal-consequences-of.pdf,conclusion the broad implication of our results is that the lack of warmth associated with claimed inclusion as opposed to received inclusion reduces its psychological and interpersonal benefits.
/content/drive/MyDrive/Datasets/Third_dataset/de-waal-andrews-van-beest-2012-when-you-don-t-quite-get-what-you-want-psychological-and-interpersonal-consequences-of.pdf,"thus, warmth is an indispensable part of belonging, suggesting that belongingness needs are only met if interactions are marked by a certain level of affectionate concern (baumeister & leary, 1995)."
/content/drive/MyDrive/Datasets/Third_dataset/de-waal-andrews-van-beest-2012-when-you-don-t-quite-get-what-you-want-psychological-and-interpersonal-consequences-of.pdf,"sadly, the people who crave belonging the most will be the most strongly motivated to try and increase it (baumeister & leary, 1995) and thus the most likely to revert to efforts to claim inclusion."
/content/drive/MyDrive/Datasets/Third_dataset/de-waal-andrews-van-beest-2012-when-you-don-t-quite-get-what-you-want-psychological-and-interpersonal-consequences-of.pdf,"paradoxically, inclusion that people so effortfully try to secure for themselves may never quite be as satisfying or lead to equally prosocial behavior as inclusion that they effortlessly receive."
/content/drive/MyDrive/Datasets/Third_dataset/de-waal-andrews-van-beest-2012-when-you-don-t-quite-get-what-you-want-psychological-and-interpersonal-consequences-of.pdf,"notes 1. as participants compete for inclusion in claimball, one might argue that when one succeeds at being included, this is because the other players were unsuccessful and vice versa."
/content/drive/MyDrive/Datasets/Third_dataset/de-waal-andrews-van-beest-2012-when-you-don-t-quite-get-what-you-want-psychological-and-interpersonal-consequences-of.pdf,"thus, engagement did not moderate the effect of game type and game condition on fundamental needs, and does not offer an alternative explanation for our results."
/content/drive/MyDrive/Datasets/Third_dataset/de-waal-andrews-van-beest-2012-when-you-don-t-quite-get-what-you-want-psychological-and-interpersonal-consequences-of.pdf,"although our analysis yielded only main effects on the mood composite, one might wonder whether exclusion from claimball exacerbates specific types of mood, in particular feelings of hostility or guilt."
/content/drive/MyDrive/Datasets/Third_dataset/de-waal-andrews-van-beest-2012-when-you-don-t-quite-get-what-you-want-psychological-and-interpersonal-consequences-of.pdf,when ostracism leads to aggression: the moderating role of control deprivation.
/content/drive/MyDrive/Datasets/Third_dataset/de-waal-andrews-van-beest-2012-when-you-don-t-quite-get-what-you-want-psychological-and-interpersonal-consequences-of.pdf,"ostracism by a computer is sufficient to lower selfreported levels of belonging, control, self-esteem, and meaningful existence."
/content/drive/MyDrive/Datasets/Third_dataset/Cyberostracism_Effects_of_being_ignored.pdf,"despite the minimal nature of their experience, the more participants were ostracized, the more they reported feeling bad, having less control, and losing a sense of belonging."
/content/drive/MyDrive/Datasets/Third_dataset/Cyberostracism_Effects_of_being_ignored.pdf,"in study 2, ostracized participants were more likely to conform on a subsequent task."
/content/drive/MyDrive/Datasets/Third_dataset/Cyberostracism_Effects_of_being_ignored.pdf,"recently, kraut and colleagues (kraut et al., 1998) reported that individuals who used the intemet for just a year or two were more likely to become depressed and lonely--a finding that to some was counter intuitive"
/content/drive/MyDrive/Datasets/Third_dataset/Cyberostracism_Effects_of_being_ignored.pdf,"nevertheless, kraut and colleagues argued that internet usage takes time away from face-toface contacts and replaces stronger ties with weaker ones."
/content/drive/MyDrive/Datasets/Third_dataset/Cyberostracism_Effects_of_being_ignored.pdf,"as a result, the quality of interaction decreases, resulting in feelings of loneliness, depression, and generally a lowered sense of belonging."
/content/drive/MyDrive/Datasets/Third_dataset/Cyberostracism_Effects_of_being_ignored.pdf,"this deleterious effect is further compounded when we consider observations that internet users often perceive that they are being ignored (rintel & pittam, 1997a, 1997b)."
/content/drive/MyDrive/Datasets/Third_dataset/Cyberostracism_Effects_of_being_ignored.pdf,"whether deliberate or not, one can only imagine the impact that being ignored may have on individuals who are using a medium that already predisposes them to depression and loneliness."
